PACKET_ID,PACKET_TYPE_Control_Packet,CONTROL_PACKET_TYPE_DIO,CONTROL_PACKET_TYPE_App1_CBR,CONTROL_PACKET_TYPE_DAO,SOURCE_ID,RECEIVER_ID,NW_LAYER_ARRIVAL_TIME(US),MAC_LAYER_ARRIVAL_TIME(US),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS_Successful,PACKET_STATUS_Collided,Class Type
0,1,1,0,0,14,11,5501509,5501509,6,0,1,1
0,1,1,0,0,14,12,5501509,5501509,6,0,1,1
0,1,1,0,0,14,13,5501509,5501509,6,1,0,1
0,1,1,0,0,14,15,5501509,5501509,6,1,0,1
23,0,0,1,0,2,6,1027840,1027840,6,0,1,1
0,1,1,0,0,15,4,5508102,5508102,6,0,1,1
0,1,1,0,0,15,5,5508102,5508102,6,0,1,1
0,1,1,0,0,15,9,5508102,5508102,6,0,1,1
0,1,1,0,0,15,10,5508102,5508102,6,0,1,1
0,1,1,0,0,15,12,5508102,5508102,6,0,1,1
0,1,1,0,0,15,13,5508102,5508102,6,1,0,1
0,1,1,0,0,15,14,5508102,5508102,6,0,1,1
0,1,1,0,0,3,1,5500487,5500487,6,0,1,1
0,1,1,0,0,3,4,5500487,5500487,6,0,1,1
0,1,1,0,0,3,5,5500487,5500487,6,0,1,1
0,1,1,0,0,3,9,5500487,5500487,6,0,1,1
0,1,1,0,0,3,11,5500487,5500487,6,0,1,1
0,1,1,0,0,3,12,5500487,5500487,6,0,1,1
0,1,1,0,0,3,14,5500487,5500487,6,0,1,1
0,1,1,0,0,13,15,5500487,5500487,6,0,1,1
23,0,0,1,0,2,6,1027840,1027840,6,1,0,1
23,0,0,1,0,2,7,5523082,5523082,0,1,0,1
0,1,1,0,0,13,12,8844444,8844444,6,0,1,1
0,1,1,0,0,13,14,8844444,8844444,6,0,1,1
0,1,1,0,0,13,15,8844444,8844444,6,1,0,1
0,1,1,0,0,11,2,8844444,8844444,6,1,0,1
0,1,0,0,0,1,2,4795000,4795000,6,1,0,1
0,1,0,0,0,1,3,4795000,4795000,6,1,0,1
0,1,0,0,0,1,4,4795000,4795000,6,1,0,1
0,1,0,0,0,1,5,4795000,4795000,6,1,0,1
0,1,0,0,0,1,11,4795000,4795000,6,1,0,1
0,1,0,0,0,1,12,4795000,4795000,6,1,0,1
0,1,0,0,0,1,13,4795000,4795000,6,1,0,1
0,1,0,0,0,10,6,5565000,5565000,6,0,1,1
0,1,1,0,0,11,1,8850397,8850397,6,0,1,1
0,1,1,0,0,11,2,8850397,8850397,6,0,1,1
0,1,1,0,0,11,3,8850397,8850397,6,0,1,1
0,1,1,0,0,11,4,8850397,8850397,6,0,1,1
0,1,1,0,0,11,9,8850397,8850397,6,0,1,1
0,1,1,0,0,11,12,8850397,8850397,6,0,1,1
0,1,1,0,0,11,13,8850397,8850397,6,0,1,1
0,1,1,0,0,11,14,8850397,8850397,6,0,1,1
0,1,1,0,0,5,15,8844444,8844444,6,1,0,1
0,1,0,0,0,1,2,4800000,4800000,6,0,1,1
0,1,0,0,0,1,3,4800000,4800000,6,0,1,1
0,1,0,0,0,1,4,4800000,4800000,6,0,1,1
0,1,0,0,0,1,5,4800000,4800000,6,0,1,1
0,1,0,0,0,1,11,4800000,4800000,6,0,1,1
0,1,0,0,0,1,13,4800000,4800000,6,0,1,1
0,1,1,0,0,12,9,8844444,8844444,6,1,0,1
0,1,1,0,0,12,14,8844444,8844444,6,1,0,1
0,1,1,0,0,12,15,8844444,8844444,6,1,0,1
0,1,0,0,0,10,2,5570000,5570000,6,0,1,1
0,1,0,0,0,10,6,5570000,5570000,6,0,1,1
0,1,0,0,0,10,9,5570000,5570000,6,0,1,1
0,1,0,0,0,10,14,5570000,5570000,6,0,1,1
0,1,0,0,0,10,15,5570000,5570000,6,0,1,1
0,1,1,0,0,5,1,8850397,8850397,6,0,1,1
0,1,1,0,0,5,3,8850397,8850397,6,0,1,1
0,1,1,0,0,5,11,8850397,8850397,6,0,1,1
0,1,1,0,0,5,12,8850397,8850397,6,0,1,1
0,1,1,0,0,5,13,8850397,8850397,6,0,1,1
0,1,1,0,0,3,1,8831796,8831796,6,1,0,1
0,1,1,0,0,3,2,8831796,8831796,6,1,0,1
0,1,1,0,0,3,4,8831796,8831796,6,1,0,1
0,1,1,0,0,3,5,8831796,8831796,6,1,0,1
0,1,1,0,0,3,9,8831796,8831796,6,1,0,1
0,1,1,0,0,3,11,8831796,8831796,6,1,0,1
0,1,1,0,0,3,12,8831796,8831796,6,1,0,1
0,1,1,0,0,3,13,8831796,8831796,6,1,0,1
0,1,1,0,0,3,14,8831796,8831796,6,1,0,1
0,1,0,0,0,1,2,4805000,4805000,6,0,1,1
0,1,0,0,0,1,3,4805000,4805000,6,1,0,1
0,1,0,0,0,1,4,4805000,4805000,6,0,1,1
0,1,0,0,0,1,5,4805000,4805000,6,1,0,1
0,1,0,0,0,1,11,4805000,4805000,6,1,0,1
0,1,0,0,0,1,12,4805000,4805000,6,1,0,1
0,1,0,0,0,1,13,4805000,4805000,6,1,0,1
0,1,0,0,0,10,6,5575000,5575000,6,1,0,1
0,1,0,0,0,10,9,5575000,5575000,6,1,0,1
0,1,0,0,0,10,14,5575000,5575000,6,1,0,1
0,1,0,0,0,10,15,5575000,5575000,6,1,0,1
0,1,1,0,0,3,4,8844444,8844444,6,0,1,1
0,1,1,0,0,3,5,8844444,8844444,6,0,1,1
0,1,1,0,0,3,9,8844444,8844444,6,0,1,1
0,1,1,0,0,3,11,8844444,8844444,6,0,1,1
0,1,1,0,0,3,12,8844444,8844444,6,0,1,1
0,1,1,0,0,3,14,8844444,8844444,6,0,1,1
0,1,1,0,0,13,15,8850397,8850397,6,0,1,1
